"Ano";"Mês";"Poder";"Código órgão";"Órgão setorial";"Código da unidade";"Unidade gestora";"Código da despesa";"Categoria da despesa";"Código do grupo de despesa";"Grupo de despesa";"Código da modalidade";"Modalidade";"Dotação atualizada";"Dotação inicial";"Empenhado";"Liquidado";"Pago"
"2024";"5";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.02";"FUNDO PREVIDENCIÁRIO - RECIPREV                                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"";"";"1338813.2";"1338813.2";"1338813.2"
"2024";"12";"EXECUTIVO                                         ";"04";"GABINETE DE INOVAÇÃO URBANA                                                                         ";"04.01";"GABINETE DE INOVAÇÃO URBANA - ADMINISTRAÇÃO DIRETA                                                  ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-479108.18";"0.0";"-337921.94";"492559.1";"590561.65"
"2024";"12";"EXECUTIVO                                         ";"04";"GABINETE DE INOVAÇÃO URBANA                                                                         ";"04.01";"GABINETE DE INOVAÇÃO URBANA - ADMINISTRAÇÃO DIRETA                                                  ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"21825.09";"0.0";"302149.56";"302149.56";"288424.63"
"2024";"7";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.03";"FUNDO FINANCEIRO - RECIFIN                                                                          ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"42727772.13";"42727772.13";"39354656.93"
"2024";"8";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.02";"FUNDO PREVIDENCIÁRIO - RECIPREV                                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"17598990.74";"17598990.74";"15811837.16"
"2024";"3";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.03";"FUNDO FINANCEIRO - RECIFIN                                                                          ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"";"";"973084.92";"973084.92";"973084.92"
"2024";"10";"EXECUTIVO                                         ";"14";"SECRETARIA DE EDUCAÇÃO                                                                              ";"14.01";"SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"";"";"0.0";"689283.33";"618287.14"
"2024";"10";"EXECUTIVO                                         ";"14";"SECRETARIA DE EDUCAÇÃO                                                                              ";"14.01";"SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"17000000.0";"0.0";"12249921.26";"12249921.26";"7319043.71"
"2024";"5";"EXECUTIVO                                         ";"19";"SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL                                                  ";"19.01";"SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA                           ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"298781.67";"0.0";"155304.63";"542908.2";"542908.2"
"2024";"4";"EXECUTIVO                                         ";"11";"SECRETARIA DE ESPORTES                                                                              ";"11.01";"SECRETARIA DE ESPORTES - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"418685.34";"418685.34";"359522.19"
"2024";"4";"EXECUTIVO                                         ";"11";"SECRETARIA DE ESPORTES                                                                              ";"11.01";"SECRETARIA DE ESPORTES - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"5027477.33";"0.0";"2549973.01";"5314872.26";"5131446.52"
"2024";"5";"EXECUTIVO                                         ";"34";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO                                                       ";"34.01";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA                                ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"3054282.0";"0.0";"-708013.1";"2350643.53";"1737199.69"
"2024";"5";"EXECUTIVO                                         ";"53";"SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO SUPERVISIONADA                                             ";"53.02";"FUNDO MUNICIPAL DE SANEAMENTO - FMSAN                                                               ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-2500000.0";"0.0";"";"";""
"2024";"5";"EXECUTIVO                                         ";"34";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO                                                       ";"34.01";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA                                ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"6704542.97";"6704542.97";"5407357.54"
"2024";"7";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.05";"FUNDO MUNICIPAL DE FOMENTO AO EMPREENDEDORISMO - RECIFE ACREDITA - FMFE                             ";"4";"DESPESAS DE CAPITAL                                                                                 ";"5";"INVERSÕES FINANCEIRAS                                                                               ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"26500.0";"0.0";"328500.0";"1647100.0";"1519300.0"
"2024";"2";"EXECUTIVO                                         ";"09";"ASSESSORIA ESPECIAL E REPRESENTAÇÃO INSTITUCIONAL                                                   ";"09.01";"ASSESSORIA ESPECIAL E REPRESENTAÇÃO INSTITUCIONAL - ADMINISTRAÇÃO DIRETA                            ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"570079.41";"570079.41";"517322.7"
"2024";"2";"EXECUTIVO                                         ";"09";"ASSESSORIA ESPECIAL E REPRESENTAÇÃO INSTITUCIONAL                                                   ";"09.01";"ASSESSORIA ESPECIAL E REPRESENTAÇÃO INSTITUCIONAL - ADMINISTRAÇÃO DIRETA                            ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-36955.36";"0.0";"35565.1";"39270.85";"0.0"
"2024";"5";"EXECUTIVO                                         ";"38";"SECRETARIA DE SEGURANÇA CIDADÃ                                                                      ";"38.01";"SECRETARIA DE SEGURANÇA CIDADÃ - ADMINISTRAÇÃO DIRETA                                               ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"1821250.0";"0.0";"174660.91";"0.0";"0.0"
"2024";"7";"EXECUTIVO                                         ";"11";"SECRETARIA DE ESPORTES                                                                              ";"11.01";"SECRETARIA DE ESPORTES - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"481922.28";"481922.28";"467504.08"
"2024";"7";"EXECUTIVO                                         ";"11";"SECRETARIA DE ESPORTES                                                                              ";"11.01";"SECRETARIA DE ESPORTES - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"-345480.46";"1045893.85";"1407152.53"
"2024";"11";"EXECUTIVO                                         ";"80";"ENCARGOS GERAIS DO MUNICÍPIO                                                                        ";"80.01";"RECURSOS SOB A GESTÃO DA SECRETARIA DE FINANÇAS                                                     ";"4";"DESPESAS DE CAPITAL                                                                                 ";"6";"AMORTIZAÇÃO DA DÍVIDA                                                                               ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-7600000.0";"0.0";"-4967022.49";"9288162.39";"-7894577.19"
"2024";"12";"EXECUTIVO                                         ";"43";"PROCURADORIA GERAL DO MUNICÍPIO - ADMINISTRAÇÃO SUPERVISIONADA                                      ";"43.02";"FUNDO ESPECIAL DE APOIO À PROCURADORIA DO MUNICÍPIO DO RECIFE - FEAPMR                              ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-100000.0";"0.0";"";"";""
"2024";"5";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.11";"AUTARQUIA DE URBANIZAÇÃO DO RECIFE - URB RECIFE                                                     ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"22672236.93";"0.0";"27417601.91";"16437476.17";"20591827.88"
"2024";"4";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.03";"FUNDO FINANCEIRO - RECIFIN                                                                          ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"42429001.11";"83475731.58";"406.15"
"2024";"1";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.11";"AUTARQUIA DE URBANIZAÇÃO DO RECIFE - URB RECIFE                                                     ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"327464880.98";"413580000.0";"16026.83";"15748.94";"15748.94"
"2024";"8";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.11";"AUTARQUIA DE URBANIZAÇÃO DO RECIFE - URB RECIFE                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"5972915.25";"8137147.92";"28721077.76"
"2024";"10";"EXECUTIVO                                         ";"14";"SECRETARIA DE EDUCAÇÃO                                                                              ";"14.01";"SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-17000000.0";"0.0";"77845187.82";"77845187.82";"70817232.95"
"2024";"4";"EXECUTIVO                                         ";"31";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL                                          ";"31.01";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA                   ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"50  ";"TRANSFERÊNCIAS À INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS                                                                                              ";"";"";"0.0";"183317.7";"183317.7"
"2024";"8";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.11";"AUTARQUIA DE URBANIZAÇÃO DO RECIFE - URB RECIFE                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-100000.0";"0.0";"331269.3";"950797.26";"1267521.61"
"2024";"10";"EXECUTIVO                                         ";"14";"SECRETARIA DE EDUCAÇÃO                                                                              ";"14.01";"SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-6903360.25";"0.0";"23584432.84";"44688716.94";"52465455.46"
"2024";"6";"EXECUTIVO                                         ";"59";"SECRETARIA DE DESENV. SOCIAL, DIREITOS HUMANOS, JUVENTUDE E POLÍTICAS SOBRE DROGAS - ADM. SUPERVISIO";"59.01";"FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS                                                        ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-577000.0";"0.0";"11073294.28";"7946276.58";"6325704.58"
"2024";"1";"EXECUTIVO                                         ";"38";"SECRETARIA DE SEGURANÇA CIDADÃ                                                                      ";"38.01";"SECRETARIA DE SEGURANÇA CIDADÃ - ADMINISTRAÇÃO DIRETA                                               ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"20000000.0";"20000000.0";"";"";""
"2024";"3";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.03";"FUNDO FINANCEIRO - RECIFIN                                                                          ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"45685588.49";"52548180.97";"13849.31"
"2024";"8";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.02";"FUNDO PREVIDENCIÁRIO - RECIPREV                                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"";"";"1058911.69";"1058911.69";"1058911.69"
"2024";"8";"EXECUTIVO                                         ";"38";"SECRETARIA DE SEGURANÇA CIDADÃ                                                                      ";"38.01";"SECRETARIA DE SEGURANÇA CIDADÃ - ADMINISTRAÇÃO DIRETA                                               ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"7181391.92";"7181391.92";"7183341.65"
"2024";"10";"EXECUTIVO                                         ";"67";"SECRETARIA DE HABITAÇÃO - ADMINISTRAÇÃO SUPERVISIONADA                                              ";"67.01";"FUNDO MUNICIPAL DE HABITAÇÃO DE INTERESSE SOCIAL - FMHIS                                            ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"";"";"0.0";"2855.0";"11068.55"
"2024";"8";"EXECUTIVO                                         ";"38";"SECRETARIA DE SEGURANÇA CIDADÃ                                                                      ";"38.01";"SECRETARIA DE SEGURANÇA CIDADÃ - ADMINISTRAÇÃO DIRETA                                               ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"3700000.0";"0.0";"824625.61";"1394257.44";"766232.27"
"2024";"2";"EXECUTIVO                                         ";"43";"PROCURADORIA GERAL DO MUNICÍPIO - ADMINISTRAÇÃO SUPERVISIONADA                                      ";"43.02";"FUNDO ESPECIAL DE APOIO À PROCURADORIA DO MUNICÍPIO DO RECIFE - FEAPMR                              ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"3025428.39";"1680977.94";"1370027.65"
"2024";"9";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.10";"AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB                                                   ";"3";"DESPESAS CORRENTES                                                                                  ";"2";"JUROS E ENCARGOS DA DÍVIDA                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"0.0";"106881.81";"106881.81"
"2024";"4";"EXECUTIVO                                         ";"61";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO SUPERVISIONADA           ";"61.03";"FUNDO FINANCEIRO - RECIFIN                                                                          ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"";"";"7080745.24";"0.0";"0.0"
"2024";"9";"EXECUTIVO                                         ";"23";"SECRETARIA DE SANEAMENTO                                                                            ";"23.01";"SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"406290.88";"406290.88";"363295.04"
"2024";"11";"EXECUTIVO                                         ";"31";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL                                          ";"31.01";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA                   ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"5142598.35";"0.0";"3340939.1";"5804195.53";"5048936.56"
"2024";"1";"EXECUTIVO                                         ";"19";"SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL                                                  ";"19.01";"SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA                           ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"6000000.0";"6500000.0";"";"";""
"2024";"9";"EXECUTIVO                                         ";"80";"ENCARGOS GERAIS DO MUNICÍPIO                                                                        ";"80.01";"RECURSOS SOB A GESTÃO DA SECRETARIA DE FINANÇAS                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"6010000.0";"0.0";"711378.95";"83307.09";"3439667.59"
"2024";"9";"EXECUTIVO                                         ";"23";"SECRETARIA DE SANEAMENTO                                                                            ";"23.01";"SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"258500.33";"0.0";"111763.6";"251940.51";"248897.66"
"2024";"11";"EXECUTIVO                                         ";"31";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL                                          ";"31.01";"SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA                   ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"4080000.0";"0.0";"4446432.93";"4446432.93";"5388674.24"
"2024";"8";"EXECUTIVO                                         ";"34";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO                                                       ";"34.01";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA                                ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"50000.0";"0.0";"0.0";"13200.0";"14950.0"
"2024";"8";"EXECUTIVO                                         ";"53";"SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO SUPERVISIONADA                                             ";"53.02";"FUNDO MUNICIPAL DE SANEAMENTO - FMSAN                                                               ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"0.0";"222689.03";"16339.66"
"2024";"1";"EXECUTIVO                                         ";"34";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO                                                       ";"34.01";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA                                ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"139056751.84";"139057000.0";"7684856.27";"7684856.27";"6797045.65"
"2024";"8";"EXECUTIVO                                         ";"19";"SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL                                                  ";"19.01";"SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA                           ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"390563.62";"327631.1";"465035.48"
"2024";"1";"EXECUTIVO                                         ";"34";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO                                                       ";"34.01";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA                                ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"34035248.16";"24035000.0";"281503.3";"5021.34";"124.08"
"2024";"1";"EXECUTIVO                                         ";"53";"SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO SUPERVISIONADA                                             ";"53.02";"FUNDO MUNICIPAL DE SANEAMENTO - FMSAN                                                               ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"15700000.0";"15700000.0";"";"";""
"2024";"8";"EXECUTIVO                                         ";"19";"SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL                                                  ";"19.01";"SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA                           ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"375227.58";"375227.58";"379159.62"
"2024";"11";"EXECUTIVO                                         ";"80";"ENCARGOS GERAIS DO MUNICÍPIO                                                                        ";"80.01";"RECURSOS SOB A GESTÃO DA SECRETARIA DE FINANÇAS                                                     ";"4";"DESPESAS DE CAPITAL                                                                                 ";"6";"AMORTIZAÇÃO DA DÍVIDA                                                                               ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"-9000000.0";"0.0";"916114.17";"916114.17";"916114.17"
"2024";"12";"EXECUTIVO                                         ";"64";"SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO SUPERVISIONADA                        ";"64.02";"FUNDO DE LICENCIAMENTO E CONTROLE URBANO                                                            ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-195362.0";"0.0";"-2156.0";"2244.0";"2400.42"
"2024";"12";"EXECUTIVO                                         ";"09";"ASSESSORIA ESPECIAL E REPRESENTAÇÃO INSTITUCIONAL                                                   ";"09.01";"ASSESSORIA ESPECIAL E REPRESENTAÇÃO INSTITUCIONAL - ADMINISTRAÇÃO DIRETA                            ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"-6368.01";"0.0";"0.0"
