"Ano";"Mês";"Código da Função";"Função";"Código de Sub-função";"Sub-função";"Código de Programa";"Programa";"Código da Ação";"Ação";"Código da Fonte";"Fonte";"Dotação Inicial";"Dotação Atualizada";"Empenhado";"Liquidado";"Pago"
"2025";"1";"12  ";"EDUCAÇÃO                                               ";"361 ";"ENSINO FUNDAMENTAL                                                                                                      ";"3103";"GESTÃO DOS ENCARGOS GERAIS DO SETOR EDUCACIONAL                                                                         ";"9022";"ENCARGOS COM A PREVIDÊNCIA SOCIAL DOS SERVIDORES - REGIME GERAL                                                                                                                                         ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"38000000.0";"38000000.0";"2995512.16";"2995512.16";"0.0"
"2025";"1";"18  ";"GESTÃO AMBIENTAL                                       ";"541 ";"PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL                                                                                     ";"1302";"FORTALECIMENTO DAS POLÍTICAS INTEGRADAS DE SUSTENTABILIDADE AMBIENTAL                                                   ";"2045";"CONSOLIDAÇÃO DO CONTROLE SOCIAL NA GESTÃO DA POLÍTICA DE MEIO AMBIENTE DO MUNICÍPIO                                                                                                                     ";"0753";"RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES         ";"10000.0";"10000.0";"0.0";"0.0";"0.0"
"2025";"1";"12  ";"EDUCAÇÃO                                               ";"361 ";"ENSINO FUNDAMENTAL                                                                                                      ";"2167";"GESTÃO ADMINISTRATIVA DO SETOR EDUCACIONAL                                                                              ";"2036";"APOIO ADMINISTRATIVO ÀS AÇÕES DE EDUCAÇÃO DA REDE MUNICIPAL DE ENSINO                                                                                                                                   ";"0541";"TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VA";"0.0";"9580000.0";"9077496.98";"0.0";"0.0"
"2025";"1";"15  ";"URBANISMO                                              ";"451 ";"INFRA-ESTRUTURA URBANA                                                                                                  ";"2160";"GESTÃO DAS POLÍTICAS MUNICIPAIS                                                                                         ";"2023";"COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DO DESENVOLVIMENTO URBANO E DO LICENCIAMENTO                                                                                                                         ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"127000000.0";"127000000.0";"7506231.37";"7506231.37";"6269562.26"
"2025";"1";"13  ";"CULTURA                                                ";"331 ";"PROTEÇÃO E BENEFÍCIOS AO TRABALHADOR                                                                                    ";"3101";"GESTÃO DOS ENCARGOS GERAIS DO MUNICÍPIO                                                                                 ";"2153";"ENCARGOS COM BENEFÍCIOS AOS SERVIDORES                                                                                                                                                                  ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"180000.0";"180000.0";"0.0";"0.0";"0.0"
"2025";"1";"23  ";"COMÉRCIO E SERVIÇOS                                    ";"122 ";"ADMINISTRAÇÃO GERAL                                                                                                     ";"2161";"GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS                                                         ";"2723";"APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA                                                                                                                                                   ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"14615000.0";"14615000.0";"1023370.1";"256257.09";"0.0"
"2025";"1";"10  ";"SAÚDE                                                  ";"302 ";"ASSISTÊNCIA HOSPITALAR E AMBULATORIAL                                                                                   ";"1238";"FORTALECIMENTO E QUALIFICAÇÃO DA ATENÇÃO À SAÚDE DE MÉDIA E ALTA COMPLEXIDADE                                           ";"2883";"GARANTIA DA OFERTA DE PROCEDIMENTOS ATRAVÉS DA REDE COMPLEMENTAR                                                                                                                                        ";"0601";"TRANSF. FUNDO A FUNDO SUS GOV. FED. - BL. ESTRUTURAÇÃO ";"16200000.0";"16200000.0";"0.0";"0.0";"0.0"
"2025";"1";"15  ";"URBANISMO                                              ";"451 ";"INFRA-ESTRUTURA URBANA                                                                                                  ";"2160";"GESTÃO DAS POLÍTICAS MUNICIPAIS                                                                                         ";"1029";"PLANEJAMENTO DE LONGO PRAZO - RECIFE 500 ANOS                                                                                                                                                           ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"10000.0";"10000.0";"0.0";"0.0";"0.0"
"2025";"1";"04  ";"ADMINISTRAÇÃO                                          ";"272 ";"PREVIDÊNCIA DO REGIME ESTATUTÁRIO                                                                                       ";"3101";"GESTÃO DOS ENCARGOS GERAIS DO MUNICÍPIO                                                                                 ";"9021";"ENCARGOS COM A PREVIDÊNCIA SOCIAL DOS SERVIDORES - REGIME PRÓPRIO                                                                                                                                       ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"224700000.0";"224700000.0";"224700000.0";"52250223.84";"34776859.56"
"2025";"1";"10  ";"SAÚDE                                                  ";"122 ";"ADMINISTRAÇÃO GERAL                                                                                                     ";"2165";"GESTÃO ADMINISTRATIVA DO SISTEMA MUNICIPAL DE SAÚDE                                                                     ";"2617";"APOIO ADMINISTRATIVO ÀS AÇÕES DO FUNDO MUNICIPAL DE SAÚDE                                                                                                                                               ";"0757";"REC. DEP. JUDICIAIS-LIDES DAS QUAIS O ENTE FAZ PARTE   ";"6000000.0";"6000000.0";"0.0";"0.0";"0.0"
"2025";"1";"11  ";"TRABALHO                                               ";"363 ";"ENSINO PROFISSIONAL                                                                                                     ";"1320";"PROMOÇÃO SOCIAL E PROFISSIONAL PARA GERAÇÃO DE TRABALHO E RENDA                                                         ";"2992";"QUALIFICAÇÃO SOCIAL PROFISSIONAL E DIFUSÃO DO EMPREENDEDORISMO PARA GERAÇÃO DE TRABALHO E RENDA                                                                                                         ";"0700";"OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - UNIÃO    ";"4990000.0";"4990000.0";"0.0";"0.0";"0.0"
"2025";"1";"23  ";"COMÉRCIO E SERVIÇOS                                    ";"846 ";"OUTROS ENCARGOS ESPECIAIS                                                                                               ";"3101";"GESTÃO DOS ENCARGOS GERAIS DO MUNICÍPIO                                                                                 ";"2704";"ENCARGOS COM PARCELAMENTO DE DÉBITOS DE EXERCÍCIOS ANTERIORES                                                                                                                                           ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"10000.0";"10000.0";"0.0";"0.0";"0.0"
"2025";"1";"15  ";"URBANISMO                                              ";"273 ";"PREVIDÊNCIA COMPLEMENTAR                                                                                                ";"3101";"GESTÃO DOS ENCARGOS GERAIS DO MUNICÍPIO                                                                                 ";"9022";"ENCARGOS COM A PREVIDÊNCIA SOCIAL DOS SERVIDORES - REGIME GERAL                                                                                                                                         ";"0753";"RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES         ";"2000000.0";"2000000.0";"0.0";"0.0";"0.0"
"2025";"1";"04  ";"ADMINISTRAÇÃO                                          ";"331 ";"PROTEÇÃO E BENEFÍCIOS AO TRABALHADOR                                                                                    ";"3101";"GESTÃO DOS ENCARGOS GERAIS DO MUNICÍPIO                                                                                 ";"2153";"ENCARGOS COM BENEFÍCIOS AOS SERVIDORES                                                                                                                                                                  ";"0501";"OUTROS RECURSOS NÃO VINCULADOS                         ";"200000.0";"200000.0";"0.0";"0.0";"0.0"
"2025";"1";"08  ";"ASSISTÊNCIA SOCIAL                                     ";"244 ";"ASSISTÊNCIA COMUNITÁRIA                                                                                                 ";"1204";"FORTALECIMENTO DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL                                                                   ";"2519";"DESENVOLVIMENTO DAS AÇÕES DE PROTEÇÃO SOCIAL ESPECIAL                                                                                                                                                   ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"81240000.0";"80840000.0";"1991179.96";"1991179.96";"1595013.81"
"2025";"1";"10  ";"SAÚDE                                                  ";"302 ";"ASSISTÊNCIA HOSPITALAR E AMBULATORIAL                                                                                   ";"1238";"FORTALECIMENTO E QUALIFICAÇÃO DA ATENÇÃO À SAÚDE DE MÉDIA E ALTA COMPLEXIDADE                                           ";"2883";"GARANTIA DA OFERTA DE PROCEDIMENTOS ATRAVÉS DA REDE COMPLEMENTAR                                                                                                                                        ";"0600";"TRANSF. FUNDO A FUNDO SUS GOV. FED. - BL. MANUTENÇÃO SE";"142800000.0";"142800000.0";"18208969.46";"10032578.58";"5348736.39"
"2025";"1";"12  ";"EDUCAÇÃO                                               ";"361 ";"ENSINO FUNDAMENTAL                                                                                                      ";"1249";"AMPLIAÇÃO E GESTÃO DA REDE DE ENSINO FUNDAMENTAL                                                                        ";"2316";"IMPLANTAÇÃO E MANUTENÇÃO DO QUADRO TECNOLÓGICO NO ENSINO FUNDAMENTAL                                                                                                                                    ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"10000.0";"10000.0";"0.0";"0.0";"0.0"
"2025";"1";"10  ";"SAÚDE                                                  ";"305 ";"VIGILÂNCIA EPIDEMIOLÓGICA                                                                                               ";"1217";"FORTALECIMENTO DAS AÇÕES DE VIGILÂNCIA EM SAÚDE                                                                         ";"2612";"FORTALECIMENTO DAS AÇÕES DE VIGILÂNCIA AMBIENTAL PARA O CONTROLE DE DOENÇAS E AGRAVOS                                                                                                                   ";"0659";"OUTROS RECURSOS VINCULADOS À SAÚDE                     ";"8060000.0";"8060000.0";"0.0";"0.0";"0.0"
"2025";"1";"04  ";"ADMINISTRAÇÃO                                          ";"124 ";"CONTROLE INTERNO                                                                                                        ";"2160";"GESTÃO DAS POLÍTICAS MUNICIPAIS                                                                                         ";"2015";"GESTÃO E APERFEIÇOAMENTO DO CONTROLE INTERNO E SOCIAL DA ADMINISTRAÇÃO MUNICIPAL                                                                                                                        ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"12000000.0";"12000000.0";"1010030.94";"1010030.94";"845099.92"
"2025";"1";"12  ";"EDUCAÇÃO                                               ";"361 ";"ENSINO FUNDAMENTAL                                                                                                      ";"1249";"AMPLIAÇÃO E GESTÃO DA REDE DE ENSINO FUNDAMENTAL                                                                        ";"2178";"UNIVERSALIZAÇÃO E QUALIFICAÇÃO DO ENSINO FUNDAMENTAL                                                                                                                                                    ";"0541";"TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VA";"42000000.0";"36100000.0";"199715.75";"0.0";"0.0"
"2025";"1";"18  ";"GESTÃO AMBIENTAL                                       ";"122 ";"ADMINISTRAÇÃO GERAL                                                                                                     ";"2161";"GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS                                                         ";"2723";"APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA                                                                                                                                                   ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"1580000.0";"1580000.0";"427736.15";"0.0";"0.0"
"2025";"1";"17  ";"SANEAMENTO                                             ";"512 ";"SANEAMENTO BÁSICO URBANO                                                                                                ";"1323";"MANUTENÇÃO URBANA                                                                                                       ";"2543";"MANUTENÇÃO E RETIFICAÇÃO DOS SISTEMAS DE MICRO E MACRO-DRENAGEM                                                                                                                                         ";"0501";"OUTROS RECURSOS NÃO VINCULADOS                         ";"30000000.0";"30000000.0";"25790000.0";"0.0";"0.0"
"2025";"1";"12  ";"EDUCAÇÃO                                               ";"361 ";"ENSINO FUNDAMENTAL                                                                                                      ";"2110";"GESTÃO DAS POLÍTICAS MUNICIPAIS DE EDUCAÇÃO                                                                             ";"2035";"COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE EDUCAÇÃO                                                                                                                                            ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"102000000.0";"103000000.0";"8815310.53";"8707363.45";"4969982.1"
"2025";"1";"23  ";"COMÉRCIO E SERVIÇOS                                    ";"694 ";"SERVIÇOS FINANCEIROS                                                                                                    ";"1321";"FORTALECIMENTO DE ATIVIDADES ECONÔMICAS                                                                                 ";"2105";"APOIO AO EMPREENDEDORISMO                                                                                                                                                                               ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"2100000.0";"2100000.0";"0.0";"0.0";"0.0"
"2025";"1";"08  ";"ASSISTÊNCIA SOCIAL                                     ";"243 ";"ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE                                                                                  ";"1247";"PROMOÇÃO E FORTALECIMENTO DA POLÍTICA DA PRIMEIRA INFÂNCIA                                                              ";"2113";"APOIO À PRIMEIRA INFÂNCIA                                                                                                                                                                               ";"0665";"TRANSF. CONV. E INSTRUM. CONGÊNERES ASSISTÊNCIA SOCIAL ";"200000.0";"200000.0";"0.0";"0.0";"0.0"
"2025";"1";"15  ";"URBANISMO                                              ";"451 ";"INFRA-ESTRUTURA URBANA                                                                                                  ";"1304";"MOBILIDADE URBANA E ACESSIBILIDADE                                                                                      ";"1563";"CONSOLIDAÇÃO E MELHORAMENTO DO SISTEMA VIÁRIO                                                                                                                                                           ";"0754";"RECURSOS DE OPERAÇÕES DE CRÉDITO                       ";"213800000.0";"213800000.0";"0.0";"0.0";"0.0"
"2025";"1";"08  ";"ASSISTÊNCIA SOCIAL                                     ";"244 ";"ASSISTÊNCIA COMUNITÁRIA                                                                                                 ";"1204";"FORTALECIMENTO DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL                                                                   ";"2518";"DESENVOLVIMENTO DAS AÇÕES DE PROTEÇÃO SOCIAL BÁSICA                                                                                                                                                     ";"0701";"OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - ESTADOS  ";"200000.0";"200000.0";"0.0";"0.0";"0.0"
"2025";"1";"99  ";"RESERVAS                                               ";"999 ";"RESERVA DE CONTINGÊNCIA                                                                                                 ";"9999";"RESERVAS                                                                                                                ";"9030";"RESERVA DE CONTINGÊNCIA                                                                                                                                                                                 ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"32000000.0";"32000000.0";"0.0";"0.0";"0.0"
"2025";"1";"13  ";"CULTURA                                                ";"392 ";"DIFUSÃO CULTURAL                                                                                                        ";"1211";"VALORIZAÇÃO DA CULTURA                                                                                                  ";"2895";"IMPLEMENTAÇÃO E OPERACIONALIZAÇÃO DA LEI PAULO GUSTAVO                                                                                                                                                  ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"10000.0";"10000.0";"0.0";"0.0";"0.0"
"2025";"1";"09  ";"PREVIDÊNCIA SOCIAL                                     ";"272 ";"PREVIDÊNCIA DO REGIME ESTATUTÁRIO                                                                                       ";"3101";"GESTÃO DOS ENCARGOS GERAIS DO MUNICÍPIO                                                                                 ";"9011";"ENCARGOS COM INATIVOS E PENSIONISTAS DO GERALDÃO - REGIME PRÓPRIO DO MUNICÍPIO                                                                                                                          ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"0.0";"100000.0";"18040.14";"18040.14";"18040.14"
"2025";"1";"28  ";"ENCARGOS ESPECIAIS                                     ";"843 ";"SERVIÇO DA DÍVIDA INTERNA                                                                                               ";"3101";"GESTÃO DOS ENCARGOS GERAIS DO MUNICÍPIO                                                                                 ";"9001";"ENCARGOS DA DÍVIDA PÚBLICA INTERNA                                                                                                                                                                      ";"0757";"REC. DEP. JUDICIAIS-LIDES DAS QUAIS O ENTE FAZ PARTE   ";"15000000.0";"15000000.0";"0.0";"0.0";"0.0"
"2025";"1";"04  ";"ADMINISTRAÇÃO                                          ";"122 ";"ADMINISTRAÇÃO GERAL                                                                                                     ";"2160";"GESTÃO DAS POLÍTICAS MUNICIPAIS                                                                                         ";"2874";"COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DO GABINETE DO CENTRO DO RECIFE                                                                                                                        ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"2630000.0";"2630000.0";"148593.1";"148593.1";"135323.38"
"2025";"1";"18  ";"GESTÃO AMBIENTAL                                       ";"541 ";"PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL                                                                                     ";"2160";"GESTÃO DAS POLÍTICAS MUNICIPAIS                                                                                         ";"2097";"COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE MEIO AMBIENTE                                                                                                                                       ";"0720";"TRANSF. DA UNIÃO REF. ÀS PARTICIPAÇÕES NA EXPLORAÇÃO DE";"0.0";"0.0";"0.0";"0.0";"0.0"
"2025";"1";"12  ";"EDUCAÇÃO                                               ";"365 ";"EDUCAÇÃO INFANTIL                                                                                                       ";"1247";"PROMOÇÃO E FORTALECIMENTO DA POLÍTICA DA PRIMEIRA INFÂNCIA                                                              ";"1036";"EXPANSÃO DA REDE FÍSICA DO ENSINO INFANTIL                                                                                                                                                              ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"23700000.0";"23700000.0";"104832.23";"0.0";"0.0"
"2025";"1";"15  ";"URBANISMO                                              ";"451 ";"INFRA-ESTRUTURA URBANA                                                                                                  ";"1310";"REQUALIFICAÇÃO, AMPLIAÇÃO E REORDENAMENTO DOS ESPAÇOS PÚBLICOS                                                          ";"1028";"AMPLIAÇÃO E MELHORIA DA INFRAESTRUTURA URBANA                                                                                                                                                           ";"0754";"RECURSOS DE OPERAÇÕES DE CRÉDITO                       ";"400000.0";"400000.0";"0.0";"0.0";"0.0"
"2025";"1";"09  ";"PREVIDÊNCIA SOCIAL                                     ";"272 ";"PREVIDÊNCIA DO REGIME ESTATUTÁRIO                                                                                       ";"3101";"GESTÃO DOS ENCARGOS GERAIS DO MUNICÍPIO                                                                                 ";"9011";"ENCARGOS COM INATIVOS E PENSIONISTAS DO GERALDÃO - REGIME PRÓPRIO DO MUNICÍPIO                                                                                                                          ";"0801";"RECURSOS VINC. AO RPPS - FUNDO REP. (PLANO FINANC.)    ";"880000.0";"880000.0";"7045.63";"7045.63";"7045.63"
"2025";"1";"19  ";"CIÊNCIA E TECNOLOGIA                                   ";"122 ";"ADMINISTRAÇÃO GERAL                                                                                                     ";"2161";"GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS                                                         ";"2723";"APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA                                                                                                                                                   ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"890000.0";"890000.0";"500003.84";"5500.0";"0.0"
"2025";"1";"14  ";"DIREITOS DA CIDADANIA                                  ";"422 ";"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS                                                                               ";"1252";"GESTÃO DA POLÍTICA INTEGRADA DE PREVENÇÃO À VIOLÊNCIA E PROMOÇÃO DA CULTURA DE PAZ E JUSTIÇA RESTAURATIVA               ";"2093";"ESTRUTURAÇÃO E MANUTENÇÃO DOS CENTROS COMUNITÁRIOS DA PAZ - COMPAZ                                                                                                                                      ";"0754";"RECURSOS DE OPERAÇÕES DE CRÉDITO                       ";"35000000.0";"35000000.0";"0.0";"0.0";"0.0"
"2025";"1";"10  ";"SAÚDE                                                  ";"122 ";"ADMINISTRAÇÃO GERAL                                                                                                     ";"2165";"GESTÃO ADMINISTRATIVA DO SISTEMA MUNICIPAL DE SAÚDE                                                                     ";"2617";"APOIO ADMINISTRATIVO ÀS AÇÕES DO FUNDO MUNICIPAL DE SAÚDE                                                                                                                                               ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"68620000.0";"68920000.0";"38121562.74";"174971.44";"150758.56"
"2025";"1";"15  ";"URBANISMO                                              ";"451 ";"INFRA-ESTRUTURA URBANA                                                                                                  ";"1323";"MANUTENÇÃO URBANA                                                                                                       ";"2566";"REQUALIFICAÇÃO DE ESPAÇOS DE INTERESSE PÚBLICO                                                                                                                                                          ";"0754";"RECURSOS DE OPERAÇÕES DE CRÉDITO                       ";"25700000.0";"28811000.0";"0.0";"0.0";"0.0"
"2025";"1";"10  ";"SAÚDE                                                  ";"846 ";"OUTROS ENCARGOS ESPECIAIS                                                                                               ";"3104";"ATENDIMENTO DE SAÚDE AOS SERVIDORES BENEFICIÁRIOS DO SAÚDE RECIFE                                                       ";"2084";"OFERTA DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO SAÚDE RECIFE                                                                                                                                           ";"0799";"OUTRAS VINCULAÇÕES LEGAIS                              ";"32020000.0";"32020000.0";"2797887.48";"2108435.93";"1948081.04"
"2025";"1";"13  ";"CULTURA                                                ";"122 ";"ADMINISTRAÇÃO GERAL                                                                                                     ";"2161";"GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS                                                         ";"2723";"APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA                                                                                                                                                   ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"23950000.0";"23950000.0";"7594390.09";"1371506.92";"1034620.42"
"2025";"1";"04  ";"ADMINISTRAÇÃO                                          ";"124 ";"CONTROLE INTERNO                                                                                                        ";"2160";"GESTÃO DAS POLÍTICAS MUNICIPAIS                                                                                         ";"2217";"PREVENÇÃO E COMBATE À CORRUPÇÃO                                                                                                                                                                         ";"0500";"RECURSOS NÃO VINCULADOS DE IMPOSTOS                    ";"10000.0";"10000.0";"0.0";"0.0";"0.0"
"2025";"1";"12  ";"EDUCAÇÃO                                               ";"361 ";"ENSINO FUNDAMENTAL                                                                                                      ";"1249";"AMPLIAÇÃO E GESTÃO DA REDE DE ENSINO FUNDAMENTAL                                                                        ";"2178";"UNIVERSALIZAÇÃO E QUALIFICAÇÃO DO ENSINO FUNDAMENTAL                                                                                                                                                    ";"0540";"TRANSFERÊNCIAS DO FUNDEB - IMPOSTOS E TRANSFERÊNCIAS DE";"381000000.0";"381000000.0";"17997915.79";"17997915.79";"17997915.79"
"2025";"1";"15  ";"URBANISMO                                              ";"452 ";"SERVIÇOS URBANOS                                                                                                        ";"1323";"MANUTENÇÃO URBANA                                                                                                       ";"2509";"LIMPEZA URBANA                                                                                                                                                                                          ";"0501";"OUTROS RECURSOS NÃO VINCULADOS                         ";"40090000.0";"40090000.0";"3951481.27";"3869778.37";"3287941.13"
