"Ano";"Mês";"Poder";"Código órgão";"Órgão setorial";"Código da unidade";"Unidade gestora";"Código da despesa";"Categoria da despesa";"Código do grupo de despesa";"Grupo de despesa";"Código da modalidade";"Modalidade";"Dotação atualizada";"Dotação inicial";"Empenhado";"Liquidado";"Pago"
"2025";"9";"EXECUTIVO                                         ";"17";"SECRETARIA DE TRANSFORMAÇÃO DIGITAL, CIÊNCIA E TECNOLOGIA                                           ";"17.01";"SECRETARIA DE TRANSFORMAÇÃO DIGITAL, CIÊNCIA E TECNOLOGIA - ADM. DIRETA                             ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"50000.0";"0.0";"49977.0";"29519.96";"29519.96"
"2025";"10";"EXECUTIVO                                         ";"80";"ENCARGOS GERAIS DO MUNICÍPIO                                                                        ";"80.01";"RECURSOS SOB A GESTÃO DA SECRETARIA DE FINANÇAS                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"2";"JUROS E ENCARGOS DA DÍVIDA                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"4490000.0";"0.0";"22822362.9";"22822362.9";"23147962.9"
"2025";"11";"EXECUTIVO                                         ";"03";"GAB. DE GERENC. DO PROG. DE REQUALIF. E RESILÊNCIA URB. EM ÁREAS DE VULNERABILIDADE SOCIOAMB.-PROMOR";"03.01";"GAB. DE GER. DO PROG. REQUALIF. E RESILIÊNCIA URB. EM ÁREAS DE VULNER. SOCIOAMB.-PROMORAR RECIFE - A";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"-332223.25";"6800061.95";"6800282.17"
"2025";"1";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.10";"AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB                                                   ";"4";"DESPESAS DE CAPITAL                                                                                 ";"6";"AMORTIZAÇÃO DA DÍVIDA                                                                               ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"1240000.0";"1240000.0";"";"";""
"2025";"10";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.10";"AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB                                                   ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-4500000.0";"0.0";"8380248.76";"8377481.4";"12756613.34"
"2025";"10";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.10";"AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB                                                   ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"11112664.14";"0.0";"24071688.73";"41471600.5";"59553934.6"
"2025";"2";"EXECUTIVO                                         ";"80";"ENCARGOS GERAIS DO MUNICÍPIO                                                                        ";"80.03";"RECURSOS SOB A GESTÃO DA SECRETARIA DE ADMINISTRAÇÃO                                                ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"91  ";"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DE SEGURIDADE SOCIAL                       ";"";"";"0.0";"0.0";"17473364.28"
"2025";"9";"EXECUTIVO                                         ";"68";"SECRETARIA DE ORDEM PÚBLICA E SEGURANÇA - ADMINISTRAÇÃO SUPERVISIONADA                              ";"68.02";"CONVIVA MERCADOS E FEIRAS - AUTARQUIA MUNICIPAL                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-15000.0";"0.0";"861414.72";"1123928.03";"1204081.81"
"2025";"9";"EXECUTIVO                                         ";"68";"SECRETARIA DE ORDEM PÚBLICA E SEGURANÇA - ADMINISTRAÇÃO SUPERVISIONADA                              ";"68.02";"CONVIVA MERCADOS E FEIRAS - AUTARQUIA MUNICIPAL                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"15000.0";"0.0";"497322.66";"2799039.98";"2850069.73"
"2025";"11";"EXECUTIVO                                         ";"06";"SECRETARIA DE CIDADANIA E CULTURA DE PAZ                                                            ";"06.01";"SECRETARIA DE CIDADANIA E CULTURA DE PAZ - ADMINISTRAÇÃO DIRETA                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-70000.0";"0.0";"182805.32";"1506623.18";"1504616.56"
"2025";"11";"EXECUTIVO                                         ";"07";"GABINETE DE PROTEÇÃO E DEFESA DOS ANIMAIS                                                           ";"07.01";"GABINETE DE PROTEÇÃO E DEFESA DOS ANIMAIS - ADMINISTRAÇÃO DIRETA                                    ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-60000.0";"0.0";"-31800.0";"224383.34";"187169.5"
"2025";"9";"EXECUTIVO                                         ";"11";"SECRETARIA DE ESPORTES                                                                              ";"11.01";"SECRETARIA DE ESPORTES - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"463222.06";"463222.06";"465573.11"
"2025";"11";"EXECUTIVO                                         ";"06";"SECRETARIA DE CIDADANIA E CULTURA DE PAZ                                                            ";"06.01";"SECRETARIA DE CIDADANIA E CULTURA DE PAZ - ADMINISTRAÇÃO DIRETA                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"480777.01";"480777.01";"475614.43"
"2025";"11";"EXECUTIVO                                         ";"07";"GABINETE DE PROTEÇÃO E DEFESA DOS ANIMAIS                                                           ";"07.01";"GABINETE DE PROTEÇÃO E DEFESA DOS ANIMAIS - ADMINISTRAÇÃO DIRETA                                    ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"144724.45";"144724.45";"146323.25"
"2025";"9";"EXECUTIVO                                         ";"11";"SECRETARIA DE ESPORTES                                                                              ";"11.01";"SECRETARIA DE ESPORTES - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"723882.52";"1501774.42";"3695906.2"
"2025";"12";"EXECUTIVO                                         ";"47";"SECRETARIA DE TRANSFORMAÇÃO DIGITAL, CIÊNCIA E TECNOLOGIA - ADMINISTRAÇÃO SUPERVISIONADA            ";"47.02";"FUNDO MUNICIPAL DE FOMENTO AO EMPREENDEDORISMO - RECIFE ACREDITA - FMFE                             ";"4";"DESPESAS DE CAPITAL                                                                                 ";"5";"INVERSÕES FINANCEIRAS                                                                               ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-2022727.5";"0.0";"";"";""
"2025";"4";"EXECUTIVO                                         ";"03";"GAB. DE GERENC. DO PROG. DE REQUALIF. E RESILÊNCIA URB. EM ÁREAS DE VULNERABILIDADE SOCIOAMB.-PROMOR";"03.01";"GAB. DE GER. DO PROG. REQUALIF. E RESILIÊNCIA URB. EM ÁREAS DE VULNER. SOCIOAMB.-PROMORAR RECIFE - A";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"50  ";"TRANSFERÊNCIAS À INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS                                                                                              ";"";"";"500.0";"500.0";"500.0"
"2025";"2";"EXECUTIVO                                         ";"22";"SECRETARIA DA MULHER                                                                                ";"22.01";"SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA                                                         ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"1652150.78";"0.0";"159109.98";"214938.6";"297912.43"
"2025";"3";"EXECUTIVO                                         ";"23";"SECRETARIA DE SANEAMENTO                                                                            ";"23.01";"SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"127516.81";"305225.48";"185630.95"
"2025";"2";"EXECUTIVO                                         ";"22";"SECRETARIA DA MULHER                                                                                ";"22.01";"SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA                                                         ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"444033.55";"444033.55";"446267.59"
"2025";"3";"EXECUTIVO                                         ";"23";"SECRETARIA DE SANEAMENTO                                                                            ";"23.01";"SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"465087.21";"465087.21";"423504.66"
"2025";"9";"EXECUTIVO                                         ";"34";"SECRETARIA DE DESENVOLVIMENTO URBANO E LICENCIAMENTO                                                ";"34.01";"SECRETARIA DE DESENVOLVIMENTO URBANO E LICENCIAMENTO	 - ADMINISTRAÇÃO DIRETA                        ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-639266.72";"0.0";"0.0";"1839.6";"1839.6"
"2025";"3";"EXECUTIVO                                         ";"80";"ENCARGOS GERAIS DO MUNICÍPIO                                                                        ";"80.01";"RECURSOS SOB A GESTÃO DA SECRETARIA DE FINANÇAS                                                     ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"11653590.46";"11613538.27";"11165506.31"
"2025";"3";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.10";"AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB                                                   ";"3";"DESPESAS CORRENTES                                                                                  ";"2";"JUROS E ENCARGOS DA DÍVIDA                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"0.0";"226108.94";"114246.79"
"2025";"8";"EXECUTIVO                                         ";"14";"SECRETARIA DE EDUCAÇÃO                                                                              ";"14.01";"SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA                                                       ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"50  ";"TRANSFERÊNCIAS À INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS                                                                                              ";"18051.98";"0.0";"1503503.5";"7691161.8";"7691161.8"
"2025";"11";"EXECUTIVO                                         ";"20";"SECRETARIA DE INFRAESTRUTURA                                                                        ";"20.01";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO DIRETA                                                 ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"14433.95";"103457.03";"103457.03"
"2025";"10";"EXECUTIVO                                         ";"80";"ENCARGOS GERAIS DO MUNICÍPIO                                                                        ";"80.01";"RECURSOS SOB A GESTÃO DA SECRETARIA DE FINANÇAS                                                     ";"9";"RESERVAS                                                                                            ";"9";"RESERVAS                                                                                            ";"99  ";"A DEFINIR                                                                                                                                               ";"-26200000.0";"0.0";"";"";""
"2025";"11";"EXECUTIVO                                         ";"20";"SECRETARIA DE INFRAESTRUTURA                                                                        ";"20.01";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO DIRETA                                                 ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"168741.16";"168741.16";"169319.44"
"2025";"8";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.10";"AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB                                                   ";"4";"DESPESAS DE CAPITAL                                                                                 ";"6";"AMORTIZAÇÃO DA DÍVIDA                                                                               ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"0.0";"205689.37";"205689.37"
"2025";"9";"EXECUTIVO                                         ";"17";"SECRETARIA DE TRANSFORMAÇÃO DIGITAL, CIÊNCIA E TECNOLOGIA                                           ";"17.01";"SECRETARIA DE TRANSFORMAÇÃO DIGITAL, CIÊNCIA E TECNOLOGIA - ADM. DIRETA                             ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-56000.0";"0.0";"1508450.11";"257124.2";"258004.2"
"2025";"11";"EXECUTIVO                                         ";"03";"GAB. DE GERENC. DO PROG. DE REQUALIF. E RESILÊNCIA URB. EM ÁREAS DE VULNERABILIDADE SOCIOAMB.-PROMOR";"03.01";"GAB. DE GER. DO PROG. REQUALIF. E RESILIÊNCIA URB. EM ÁREAS DE VULNER. SOCIOAMB.-PROMORAR RECIFE - A";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"36542.96";"48003.52";"48003.52"
"2025";"9";"EXECUTIVO                                         ";"17";"SECRETARIA DE TRANSFORMAÇÃO DIGITAL, CIÊNCIA E TECNOLOGIA                                           ";"17.01";"SECRETARIA DE TRANSFORMAÇÃO DIGITAL, CIÊNCIA E TECNOLOGIA - ADM. DIRETA                             ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"750000.0";"0.0";"358336.59";"358336.59";"357497.51"
"2025";"11";"EXECUTIVO                                         ";"03";"GAB. DE GERENC. DO PROG. DE REQUALIF. E RESILÊNCIA URB. EM ÁREAS DE VULNERABILIDADE SOCIOAMB.-PROMOR";"03.01";"GAB. DE GER. DO PROG. REQUALIF. E RESILIÊNCIA URB. EM ÁREAS DE VULNER. SOCIOAMB.-PROMORAR RECIFE - A";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"366377.66";"366377.66";"367725.47"
"2025";"6";"EXECUTIVO                                         ";"13";"PROCURADORIA GERAL DO MUNICÍPIO                                                                     ";"13.01";"PROCURADORIA GERAL DO MUNICÍPIO - ADMINISTRAÇÃO DIRETA                                              ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"3751756.87";"3751756.87";"3755171.89"
"2025";"6";"EXECUTIVO                                         ";"13";"PROCURADORIA GERAL DO MUNICÍPIO                                                                     ";"13.01";"PROCURADORIA GERAL DO MUNICÍPIO - ADMINISTRAÇÃO DIRETA                                              ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"0.0";"0.0";"239886.22";"287357.13";"300091.87"
"2025";"10";"EXECUTIVO                                         ";"50";"SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO SUPERVISIONADA                                         ";"50.10";"AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB                                                   ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"188219.59";"0.0";"16543484.41";"11127045.31";"11509791.8"
"2025";"7";"EXECUTIVO                                         ";"43";"PROCURADORIA GERAL DO MUNICÍPIO - ADMINISTRAÇÃO SUPERVISIONADA                                      ";"43.01";"FUNDO MUNICIPAL DE DEFESA DO CONSUMIDOR - FUNDEC                                                    ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"";"";"303392.87";"260186.04";"233446.87"
"2025";"12";"EXECUTIVO                                         ";"48";"SECRETARIA DE SAÚDE - ADMINISTRAÇÃO SUPERVISIONADA                                                  ";"48.01";"FUNDO MUNICIPAL DE SAÚDE - FMS                                                                      ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"50  ";"TRANSFERÊNCIAS À INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS                                                                                              ";"31012850.55";"0.0";"32281882.78";"42109687.27";"42189687.28"
"2025";"12";"EXECUTIVO                                         ";"37";"SECRETARIA DE HABITAÇÃO                                                                             ";"37.01";"SECRETARIA DE HABITAÇÃO - ADMINISTRAÇÃO DIRETA                                                      ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-2600000.0";"0.0";"0.0";"0.0";"24782.93"
"2025";"12";"EXECUTIVO                                         ";"27";"SECRETARIA DE PLANEJAMENTO E GESTÃO                                                                 ";"27.01";"SECRETARIA DE PLANEJAMENTO E GESTÃO - ADMINISTRAÇÃO DIRETA                                          ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-81777.0";"0.0";"-81777.49";"0.0";"28579.0"
"2025";"3";"EXECUTIVO                                         ";"38";"SECRETARIA DE ORDEM PÚBLICA E SEGURANÇA                                                             ";"38.01";"SECRETARIA DE ORDEM PÚBLICA E SEGURANÇA - ADMINISTRAÇÃO DIRETA                                      ";"4";"DESPESAS DE CAPITAL                                                                                 ";"4";"INVESTIMENTOS                                                                                       ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-377161.51";"0.0";"3906518.8";"0.0";"0.0"
"2025";"12";"EXECUTIVO                                         ";"37";"SECRETARIA DE HABITAÇÃO                                                                             ";"37.01";"SECRETARIA DE HABITAÇÃO - ADMINISTRAÇÃO DIRETA                                                      ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"-1614426.49";"0.0";"-1763513.09";"561985.89";"482498.98"
"2025";"1";"EXECUTIVO                                         ";"16";"GABINETE DE COMUNICAÇÃO                                                                             ";"16.01";"GABINETE DE COMUNICAÇÃO - ADMINISTRAÇÃO DIRETA                                                      ";"3";"DESPESAS CORRENTES                                                                                  ";"1";"PESSOAL E ENCARGOS SOCIAIS                                                                          ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"3200000.0";"3200000.0";"250224.67";"250224.67";"224592.13"
"2025";"1";"EXECUTIVO                                         ";"16";"GABINETE DE COMUNICAÇÃO                                                                             ";"16.01";"GABINETE DE COMUNICAÇÃO - ADMINISTRAÇÃO DIRETA                                                      ";"3";"DESPESAS CORRENTES                                                                                  ";"3";"OUTRAS DESPESAS CORRENTES                                                                           ";"90  ";"APLICAÇÕES DIRETAS                                                                                                                                      ";"160000.0";"160000.0";"130904.02";"0.0";"0.0"
